,CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType,Prefchannel
456,2122,Mr.,Rohan,M,Crawford,NoCreditCard,male,47,Urban,Yes,34502.0,Single,Yes,Level1,1,3,Yes,Business,Email
457,2146,Mr.,Kye,M,White,AMEX,male,46,Urban,Yes,30794.0,Single,Yes,Level3,1,2,Yes,Business,Email
458,2151,Mr.,Cyrus,A,Christie,Visa,male,50,Urban,Yes,34644.0,Single,Yes,Level2,1,3,Yes,Business,Phone
459,2152,Mrs.,Lexie,H,Hamilton,AMEX,female,21,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
460,2153,Mr.,Ben,E,Bell,NoCreditCard,male,44,Urban,Yes,31446.0,Single,Yes,Level2,0,3,No,NoTravelType,Email
461,2157,Mr.,Ryan,M,Carey,Visa,male,50,Urban,No,23797.5,NoMotorType,Yes,Level2,0,2,Yes,Standard,Phone
462,2160,Mr.,Harry,S,Black,AMEX,male,43,Urban,Yes,36924.0,Single,Yes,Level2,0,3,Yes,Senior,Email
463,2167,Ms.,Morgan,E,Wilson,Visa,female,21,Urban,Yes,5090.0,Single,No,NoHealthType,0,0,No,NoTravelType,SMS
464,2168,Ms.,Harriet,L,Hancock,NoCreditCard,female,52,Urban,Yes,32158.0,Single,Yes,Level2,2,2,Yes,Standard,Phone
465,2198,Ms.,Patrycja,B,Alexander,AMEX,female,46,Rural,Yes,17751.0,Single,Yes,Level3,1,2,No,NoTravelType,Phone
466,2201,Ms.,Isabelle,B,Bray,NoCreditCard,female,53,Rural,Yes,13042.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
467,2205,Mr.,Glenn,A,Smith,NoCreditCard,male,44,Urban,Yes,36398.0,Single,No,NoHealthType,0,0,Yes,Business,Email
468,2215,Mrs.,Alisha,E,Cooper,NoCreditCard,female,46,Rural,Yes,28062.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
469,2218,Mrs.,Sarah,T,Thomas,Visa,female,45,Urban,Yes,34248.0,Single,Yes,Level1,1,2,No,NoTravelType,Email
470,2220,Mr.,Daniel,N,Miller,AMEX,male,41,Urban,Yes,34048.0,Single,Yes,Level3,1,2,Yes,Premium,Email
471,2232,Mr.,Darren,I,Kerr,Visa,male,43,Urban,Yes,29745.0,Bundle,Yes,Level2,0,2,Yes,Premium,Email
472,2241,Ms.,Alisha,A,Benson,Visa,female,43,Urban,Yes,32053.0,Single,Yes,Level3,1,2,Yes,Business,Email
473,2242,Mr.,Alfie,A,Hamilton,Visa,male,18,Rural,Yes,5128.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
476,2260,Mrs.,Alice,J,Bowen,AMEX,female,46,Urban,Yes,30705.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
477,2262,Mr.,Bradley,E,Poole,Visa,male,45,Urban,Yes,38876.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
478,2263,Mr.,Finlay,P,James,AMEX,male,46,Urban,Yes,21422.0,Single,No,NoHealthType,0,0,Yes,Premium,Phone
479,2264,Ms.,Jamie,Z,Taylor,NoCreditCard,female,51,Urban,Yes,37762.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
481,2275,Mr.,Edward,M,Wilson,AMEX,male,20,Urban,Yes,27263.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
482,2278,Mrs.,Rachael,C,Stevenson,Visa,female,50,Urban,Yes,31808.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
483,2287,Mr.,Logan,M,Sanders,Visa,male,48,Urban,Yes,27948.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
484,2292,Mr.,Mitchell,A,Mackay,AMEX,male,51,Rural,Yes,19766.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
485,2296,Mrs.,Aila,D,Hill,Visa,female,49,Rural,Yes,32813.0,Single,Yes,Level1,1,2,Yes,Business,Phone
486,2298,Ms.,Tilly,J,Davidson,Visa,female,55,Rural,Yes,33811.0,Single,Yes,Level3,1,3,Yes,Premium,Phone
487,2299,Mr.,Andrew,S,Morton,AMEX,male,45,Rural,Yes,29866.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
488,2306,Ms.,Megan,S,Woodward,AMEX,female,18,Urban,Yes,23670.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
489,2307,Mrs.,Kirstie,T,Shaw,NoCreditCard,female,23,Urban,Yes,4734.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
490,2313,Mr.,Harrison,L,Bryan,AMEX,male,48,Urban,Yes,35724.0,Single,No,NoHealthType,0,0,Yes,Business,Email
492,2329,Mr.,Harrison,F,Harding,Visa,male,47,Urban,Yes,30029.0,Single,No,NoHealthType,0,0,Yes,Standard,Email
493,2335,Mr.,Mateusz,O,Mackenzie,AMEX,male,18,Urban,Yes,27540.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
494,2338,Mr.,Luis,C,Milne,AMEX,male,47,Rural,Yes,18472.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
495,2339,Mr.,Luca,M,Nolan,AMEX,male,50,Rural,Yes,14318.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
496,2341,Mrs.,Abigail,O,Sanderson,Visa,female,44,Rural,Yes,16582.0,Single,Yes,Level2,2,3,Yes,Standard,Phone
497,2346,Mrs.,Abbey,L,Bruce,AMEX,female,18,Rural,Yes,28166.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
498,2349,Mr.,Cayden,M,Shaw,AMEX,male,54,Rural,Yes,18032.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
499,2351,Ms.,Tegan,J,Coles,Visa,female,50,Rural,Yes,41649.0,Single,No,NoHealthType,0,0,Yes,Business,Email
500,2355,Mr.,James,M,Milne,Visa,male,19,Rural,Yes,27593.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
501,2364,Ms.,Inaaya,R,Jamieson,AMEX,female,46,Rural,Yes,36498.0,Single,Yes,Level1,0,2,No,NoTravelType,Email
502,2365,Mr.,Steven,M,Johnstone,AMEX,male,47,Rural,Yes,13804.0,Single,Yes,Level2,2,2,Yes,Standard,Phone
503,2368,Mr.,Thomas,C,Kaur,AMEX,male,44,Urban,No,23797.5,NoMotorType,Yes,Level3,1,3,Yes,Premium,Email
504,2377,Mr.,Toby,L,Cunningham,Visa,male,50,Rural,Yes,15749.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
505,2378,Mr.,Zac,F,Mackenzie,AMEX,male,23,Urban,Yes,4680.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
506,2379,Mrs.,Eloise,H,Naylor,Visa,female,20,Urban,Yes,5329.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
507,2382,Mr.,Dylan,L,Doyle,Visa,male,48,Rural,Yes,16314.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
508,2384,Mr.,Jacob,G,Dyer,Visa,male,49,Urban,Yes,29506.0,Single,Yes,Level3,0,2,Yes,Business,Phone
509,2388,Dr.,Joel,F,Scott,AMEX,male,21,Urban,Yes,22806.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
510,2395,Ms.,Cora,A,Sinclair,NoCreditCard,female,55,Urban,Yes,38024.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
511,2402,Ms.,Melissa,M,Day,NoCreditCard,female,45,Urban,Yes,32292.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
513,2406,Ms.,Zara,W,Pollard,AMEX,female,18,Urban,Yes,4830.0,Single,No,NoHealthType,0,0,Yes,Standard,SMS
514,2411,Ms.,Amy-leigh,N,Scott,NoCreditCard,female,51,Rural,Yes,15402.0,Single,Yes,Level3,2,2,Yes,Standard,Phone
515,2417,Ms.,Jessica,M,Gregory,AMEX,female,20,Urban,Yes,4782.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
516,2423,Mrs.,Skye,S,Gardner,AMEX,female,46,Urban,No,23797.5,NoMotorType,Yes,Level2,1,2,No,NoTravelType,Phone
517,2428,Mr.,Jaden,C,Smith,AMEX,male,52,Rural,Yes,10789.0,Bundle,Yes,Level2,1,2,No,NoTravelType,Phone
519,2438,Mrs.,Madison,T,Knowles,NoCreditCard,female,52,Rural,Yes,13758.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
520,2443,Mr.,Brandon,E,Clarke,AMEX,male,45,Rural,Yes,15442.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
521,2450,Mr.,Tomas,A,Aitken,Visa,male,44,Rural,No,23797.5,NoMotorType,Yes,Level2,0,3,No,NoTravelType,Phone
522,2453,Dr.,Mason,I,Stephens,AMEX,male,20,Urban,Yes,5067.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
523,2462,Mr.,Louie,H,Gray,Visa,male,41,Urban,Yes,29259.0,Single,Yes,Level1,1,3,No,NoTravelType,Email
524,2476,Mr.,Musa,N,Morrison,AMEX,male,45,Urban,No,23797.5,NoMotorType,Yes,Level3,1,2,Yes,Business,Phone
525,2483,Mr.,Frank,J,Fraser,Visa,male,41,Rural,Yes,14309.0,Single,Yes,Level2,1,3,Yes,Premium,Phone
526,2493,Mrs.,Rachel,S,Reeves,AMEX,female,47,Rural,Yes,11933.0,Single,Yes,Level3,1,3,No,NoTravelType,Phone
527,2498,Ms.,Anna,M,Perry,AMEX,female,40,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Email
528,2499,Mrs.,Aleah,M,Jamieson,Visa,female,42,Urban,No,23797.5,NoMotorType,Yes,Level3,0,3,Yes,Business,Email
529,2506,Mr.,Oscar,D,Ritchie,NoCreditCard,male,51,Rural,Yes,13516.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
530,2513,Mr.,Jude,E,Dodd,Visa,male,44,Urban,Yes,41027.0,Bundle,Yes,Level2,0,2,No,NoTravelType,Email
531,2516,Mr.,Danny,E,Ross,AMEX,male,20,Urban,Yes,5158.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
532,2519,Mr.,Cody,J,King,Visa,male,18,Urban,Yes,4847.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
533,2520,Mr.,Jacob,E,Parkinson,Visa,male,51,Rural,Yes,18709.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
534,2530,Mr.,Ellis,N,Marshall,Visa,male,45,Urban,Yes,31535.0,Bundle,Yes,Level2,1,2,Yes,Business,Email
536,2536,Ms.,Ellie-louise,D,Russell,AMEX,female,51,Rural,Yes,16228.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
537,2543,Mr.,Sam,I,Hurst,Visa,male,53,Rural,Yes,16726.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
538,2548,Mr.,Rayyan,N,Jones,NoCreditCard,male,49,Urban,Yes,31513.0,Single,Yes,Level2,1,3,Yes,Business,Phone
539,2549,Ms.,Aleksandra,A,Smith,NoCreditCard,female,41,Urban,Yes,29858.0,Single,Yes,Level2,0,2,Yes,Premium,Email
540,2552,Mr.,Natan,M,White,AMEX,male,45,Urban,Yes,35148.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
542,2554,Mrs.,Skye,M,Osborne,AMEX,female,49,Urban,Yes,19063.0,Single,Yes,Level3,0,3,No,NoTravelType,Phone
543,2563,Mr.,Michael,D,Chadwick,Visa,male,43,Urban,Yes,35750.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
544,2564,Mr.,Victor,J,Marshall,NoCreditCard,male,20,Urban,Yes,5091.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
545,2579,Mr.,Conor,P,Macleod,AMEX,male,19,Urban,Yes,4883.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
547,2588,Mrs.,Tara,A,Shaw,Visa,female,19,Urban,Yes,24084.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
548,2592,Ms.,Evie,J,Burrows,AMEX,female,44,Rural,Yes,14340.0,Single,No,NoHealthType,0,0,Yes,Business,Phone
549,2599,Mr.,Natan,Y,Paterson,AMEX,male,51,Rural,Yes,8235.0,Single,Yes,Level3,0,3,Yes,Business,Phone
550,2605,Ms.,Matilda,R,Cooper,AMEX,female,55,Urban,Yes,18999.0,Single,Yes,Level2,2,3,No,NoTravelType,Phone
551,2611,Mrs.,Leah,M,Jones,AMEX,female,47,Urban,Yes,38570.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
552,2614,Mrs.,Harriet,F,Goodwin,Visa,female,50,Rural,No,23797.5,NoMotorType,Yes,Level3,2,2,No,NoTravelType,Phone
554,2620,Mrs.,Stella,N,MacDonald,Visa,female,52,Urban,Yes,31471.0,Bundle,Yes,Level2,1,3,Yes,Premium,Phone
555,2624,Ms.,Cerys,A,Brown,AMEX,female,19,Rural,Yes,24331.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
556,2630,Mr.,William,R,Gardiner,AMEX,male,22,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Business,Email
557,2634,Mr.,Toby,E,Cameron,NoCreditCard,male,49,Urban,Yes,36819.0,Single,Yes,Level3,1,3,Yes,Business,Email
558,2638,Mr.,Caelan,M,Grant,AMEX,male,45,Urban,Yes,27216.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
559,2646,Mrs.,Teigan,A,King,AMEX,female,48,Urban,Yes,30894.0,Single,Yes,Level2,1,2,Yes,Premium,Phone
560,2670,Mrs.,Grace,N,Payne,AMEX,female,48,Rural,Yes,14988.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
561,2673,Ms.,Tia,D,Francis,Visa,female,18,Urban,Yes,5085.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
562,2677,Mrs.,Neave,M,Craig,AMEX,female,45,Urban,Yes,33473.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
563,2687,Mr.,Muhammad,L,Chadwick,Visa,male,48,Urban,Yes,32329.0,Bundle,Yes,Level2,0,3,Yes,Business,Email
567,2702,Mrs.,Amna,C,Hunter,Visa,female,18,Rural,Yes,25961.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
568,2713,Mr.,Anas,K,Sinclair,AMEX,male,19,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,Email
569,2716,Mr.,Reece,M,Docherty,Visa,male,66,Rural,Yes,29372.0,Single,No,NoHealthType,0,0,Yes,Senior,Phone
570,2725,Mrs.,Jodie,T,Millar,NoCreditCard,female,53,Rural,Yes,8112.0,Single,Yes,Level3,1,2,Yes,Business,Phone
571,2731,Mr.,Archie,M,Robinson,AMEX,male,46,Urban,Yes,31111.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
572,2735,Mrs.,Molly,E,Allan,Visa,female,43,Rural,Yes,15332.0,Single,Yes,Level2,2,2,No,NoTravelType,Phone
574,2738,Ms.,Sky,X,Ritchie,AMEX,female,19,Urban,Yes,5126.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
575,2743,Mrs.,Ruth,L,Fraser,NoCreditCard,female,42,Urban,Yes,31269.0,Single,Yes,Level1,1,3,No,NoTravelType,Email
576,2748,Mr.,Isaac,R,Kerr,Visa,male,52,Rural,No,23797.5,NoMotorType,Yes,Level3,1,2,No,NoTravelType,Phone
577,2754,Mrs.,Sally,W,Thomson,AMEX,female,50,Urban,Yes,31407.0,Single,Yes,Level1,1,3,Yes,Business,Phone
579,2775,Ms.,Darcy,A,White,Visa,female,44,Urban,Yes,19207.0,Single,Yes,Level1,2,2,No,NoTravelType,Phone
581,2793,Mr.,Aden,R,Bell,NoCreditCard,male,46,Rural,No,23797.5,NoMotorType,Yes,Level3,0,3,No,NoTravelType,Phone
582,2795,Mrs.,Paige,H,Collier,AMEX,female,45,Urban,Yes,35228.0,Single,Yes,Level2,1,3,No,NoTravelType,Email
583,2796,Mr.,Rory,A,Paterson,NoCreditCard,male,46,Rural,No,23797.5,NoMotorType,Yes,Level2,1,2,Yes,Premium,Phone
584,2809,Ms.,Lilly,F,Myers,AMEX,female,46,Urban,Yes,14003.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
585,2810,Mr.,Dominic,N,Bennett,AMEX,male,43,Rural,Yes,18018.0,Single,Yes,Level1,0,3,Yes,Standard,Phone
586,2815,Mr.,Liam,A,Hussain,AMEX,male,53,Rural,Yes,35605.0,Single,No,NoHealthType,0,0,Yes,Business,Phone
587,2816,Mr.,Jonathan,C,Marshall,Visa,male,46,Urban,Yes,34894.0,Single,Yes,Level2,1,2,Yes,Standard,Email
588,2817,Mr.,Kris,J,Ross,AMEX,male,50,Urban,Yes,32680.0,Bundle,Yes,Level2,2,3,No,NoTravelType,Phone
589,2818,Mr.,Harrison,L,Taylor,Visa,male,43,Urban,Yes,32369.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
590,2821,Mr.,Cian,F,Douglas,Visa,male,47,Rural,Yes,11055.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
591,2826,Mrs.,Eve,B,Metcalfe,NoCreditCard,female,45,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Phone
592,2827,Mr.,Matthew,S,Dawson,AMEX,male,47,Urban,Yes,34056.0,Single,Yes,Level1,0,2,Yes,Business,Email
593,2831,Mrs.,Shannon,L,Dickinson,AMEX,female,23,Urban,Yes,5365.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
594,2832,Ms.,Poppy,T,Woods,Visa,female,19,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
595,2841,Mrs.,Lydia,C,French,AMEX,female,47,Rural,No,23797.5,NoMotorType,Yes,Level2,0,2,Yes,Business,Phone
596,2848,Mr.,Samuel,S,Wilson,Visa,male,44,Urban,Yes,29471.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
597,2849,Mrs.,Esme,C,Thomson,AMEX,female,18,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,Email
598,2856,Ms.,Louise,F,Mitchell,AMEX,female,24,Rural,Yes,21238.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,Email
599,2867,Mr.,Charlie,C,Pickering,AMEX,male,46,Urban,Yes,13896.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
600,2872,Mr.,McKenzie,C,McGregor,AMEX,male,46,Urban,Yes,30585.0,Single,Yes,Level1,0,3,Yes,Standard,Email
601,2873,Mr.,Jaden,W,Williamson,Visa,male,41,Rural,Yes,34270.0,Single,Yes,Level2,1,2,Yes,Backpacker,Email
602,2885,Mr.,Robert,N,Daniels,NoCreditCard,male,23,Urban,Yes,24266.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
603,2889,Dr.,Sofia,T,O'Brien,Visa,female,20,Urban,Yes,5070.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
605,2902,Mr.,Christopher,L,Kemp,Visa,male,43,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Email
606,2908,Mrs.,Sophia,K,Bryan,NoCreditCard,female,45,Rural,Yes,31076.0,Single,Yes,Level3,1,3,No,NoTravelType,Email
607,2915,Mr.,Henry,M,Allen,Visa,male,48,Rural,Yes,16108.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
608,2919,Mr.,Jake,M,Johnson,Visa,male,21,Rural,Yes,20537.0,Single,No,NoHealthType,0,0,Yes,Premium,Email
609,2921,Ms.,Tara,W,Johnstone,NoCreditCard,female,48,Urban,Yes,36065.0,Single,Yes,Level1,0,2,No,NoTravelType,Email
610,2926,Mr.,Mason,M,Chambers,AMEX,male,51,Urban,Yes,13793.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
611,2931,Ms.,Scarlett,Z,Kelly,Visa,female,21,Rural,Yes,22536.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
612,2934,Mr.,Jason,D,Muir,NoCreditCard,male,48,Urban,Yes,12181.0,Single,Yes,Level2,1,2,Yes,Standard,Phone
613,2940,Ms.,Macy,K,Mackenzie,AMEX,female,19,Rural,Yes,4945.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
614,2941,Mrs.,Harriet,B,Marsh,AMEX,female,46,Urban,Yes,34652.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
617,2948,Ms.,Josie,E,MacDonald,AMEX,female,55,Rural,Yes,17450.0,Single,No,NoHealthType,0,0,Yes,Premium,Phone
618,2951,Mrs.,Gabriela,F,Kelly,AMEX,female,45,Urban,Yes,29029.0,Single,Yes,Level2,1,2,Yes,Business,Email
619,2952,Ms.,Rhianna,S,Mackay,AMEX,female,49,Urban,Yes,33654.0,Single,Yes,Level2,1,3,Yes,Business,Phone
620,2956,Mrs.,Elizabeth,C,McDonald,NoCreditCard,female,65,Urban,Yes,26631.0,Bundle,Yes,Level1,1,1,No,NoTravelType,Phone
621,2978,Ms.,Paige,R,Giles,Visa,female,49,Urban,No,23797.5,NoMotorType,Yes,Level2,1,2,No,NoTravelType,Phone
622,2979,Mr.,Liam,O,Thomson,Visa,male,51,Rural,Yes,9231.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
623,2992,Ms.,Jessica,H,Hunter,AMEX,female,42,Urban,Yes,30928.0,Single,Yes,Level3,1,2,No,NoTravelType,Email
624,2996,Mrs.,Teegan,C,McMillan,AMEX,female,46,Urban,Yes,34585.0,Single,Yes,Level2,2,3,Yes,Standard,Email
625,3000,Mr.,Artur,A,Burns,Visa,male,48,Urban,Yes,32253.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
626,3003,Mr.,Junior,B,Cunningham,NoCreditCard,male,50,Urban,Yes,28566.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
627,3009,Ms.,Aaliyah,L,Howard,Visa,female,44,Urban,Yes,36194.0,Single,Yes,Level2,0,2,Yes,Business,Email
628,3010,Ms.,Miya,M,Docherty,Visa,female,47,Urban,Yes,36413.0,Single,Yes,Level2,1,3,Yes,Business,Email
629,3011,Mr.,Declan,S,Carey,AMEX,male,45,Urban,Yes,37369.0,Single,No,NoHealthType,0,0,Yes,Business,Email
630,3016,Dr.,Brayden,K,Jones,Visa,male,42,Urban,Yes,34006.0,Single,Yes,Level3,1,2,No,NoTravelType,Email
632,3031,Mr.,Israel,R,Campbell,NoCreditCard,male,49,Rural,Yes,21339.0,Single,Yes,Level2,0,3,Yes,Standard,Phone
633,3032,Mrs.,Keeva,C,Gibson,Visa,female,53,Urban,No,23797.5,NoMotorType,Yes,Level2,1,3,Yes,Business,Phone
634,3033,Mrs.,Demi,H,Fox,Visa,female,47,Urban,Yes,19621.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
635,3036,Ms.,Nicole,M,Walker,Visa,female,19,Urban,Yes,4919.0,Single,No,NoHealthType,0,0,Yes,Backpacker,SMS
636,3038,Mrs.,Annalise,O,Grant,Visa,female,49,Rural,Yes,10375.0,Single,Yes,Level1,2,2,No,NoTravelType,Phone
637,3039,Mrs.,Lauryn,D,Clark,Visa,female,20,Urban,Yes,5109.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
638,3040,Ms.,McKenzie,Z,Johnston,Visa,female,49,Urban,Yes,30921.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
640,3049,Mrs.,Mollie,F,Holloway,Visa,female,19,Urban,Yes,23277.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
641,3050,Mr.,Finley,M,Nolan,NoCreditCard,male,46,Urban,Yes,41337.0,Single,Yes,Level3,1,3,Yes,Business,Email
642,3056,Mr.,Harley,C,May,NoCreditCard,male,45,Rural,Yes,17131.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
643,3060,Mr.,Arthur,A,Fleming,Visa,male,44,Urban,Yes,15864.0,Single,Yes,Level1,0,2,Yes,Standard,Phone
644,3061,Ms.,Maya,G,Herbert,Visa,female,49,Urban,Yes,12884.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
645,3062,Mr.,Adam,T,Poole,AMEX,male,46,Rural,Yes,29187.0,Single,Yes,Level2,0,2,No,NoTravelType,Email
647,3070,Mr.,Natan,B,Stevenson,Visa,male,18,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Business,Email
650,3079,Ms.,Addison,E,McDonald,Visa,female,42,Urban,Yes,32584.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
651,3083,Mrs.,Lilly,M,Garner,AMEX,female,48,Urban,Yes,40736.0,Single,Yes,Level2,1,3,Yes,Business,Email
652,3085,Mr.,Aiden,J,Smith,NoCreditCard,male,49,Rural,Yes,15066.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
653,3087,Mrs.,Miriam,H,Bruce,Visa,female,49,Rural,Yes,12195.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
654,3094,Mrs.,Alana,Y,Kerr,Visa,female,20,Rural,Yes,27882.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
655,3103,Mr.,James,E,Hutchinson,AMEX,male,23,Rural,Yes,31474.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
656,3125,Mr.,Nicholas,C,Lawrence,NoCreditCard,male,48,Urban,Yes,38029.0,Single,Yes,Level3,1,2,No,NoTravelType,Email
657,3132,Ms.,Hollie,A,Stevens,AMEX,female,54,Rural,Yes,16278.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
658,3133,Mr.,Alan,P,Fraser,AMEX,male,51,Urban,Yes,45494.0,Single,Yes,Level3,1,3,Yes,Premium,Email
659,3141,Ms.,Emma,B,Bradley,AMEX,female,66,Rural,Yes,20714.0,Single,No,NoHealthType,0,0,Yes,Senior,Phone
661,3144,Mrs.,Neive,E,Allan,AMEX,female,54,Rural,Yes,12013.0,Single,Yes,Level2,2,2,No,NoTravelType,Phone
662,3150,Mr.,Bradley,I,Marsden,AMEX,male,46,Rural,No,23797.5,NoMotorType,Yes,Level2,0,2,No,NoTravelType,Phone
663,3160,Mrs.,Abby,A,Gray,AMEX,female,47,Rural,Yes,28923.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
665,3177,Ms.,Madison,Y,Hay,Visa,female,21,Urban,Yes,5051.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
666,3179,Mrs.,Shona,C,Craig,NoCreditCard,female,45,Urban,Yes,33850.0,Single,No,NoHealthType,0,0,Yes,Business,Email
667,3185,Mr.,Rory,H,Murray,AMEX,male,52,Urban,Yes,33315.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
668,3191,Mr.,Nathaniel,K,Paterson,AMEX,male,24,Urban,Yes,4584.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
669,3196,Ms.,Abbie,A,Campbell,Visa,female,48,Urban,Yes,32598.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
670,3200,Mr.,Oliwier,A,Duncan,NoCreditCard,male,45,Urban,Yes,25816.0,Single,Yes,Level3,1,2,Yes,Business,Email
671,3213,Mr.,Arron,L,Reid,AMEX,male,21,Urban,Yes,4577.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
672,3223,Mr.,Connor,C,Brown,AMEX,male,46,Rural,Yes,17998.0,Single,Yes,Level1,1,2,No,NoTravelType,Phone
673,3227,Dr.,Toby,M,Andrews,Visa,male,53,Urban,Yes,31439.0,Single,Yes,Level2,1,2,Yes,Business,Phone
